id_registry,year,Total_natural_formation,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Water_pctg,Not_Observed_pctg,start,certification_date,state,project_name,area_ha,Non_vegetated_area_pctg,id_landtenure,nm_class,desc_class,nm_subclass,desc_subclass,nm_size,desc_size,cd_mun,nm_mun,cd_uf,id_bioma,bioma
1147,2000,99.76080342636051,99.0787696942435,0.6820337321170052,0.2124669269063113,0.02672964673318373,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2001,99.85470957428149,99.1717779219953,0.6829316522861889,0.11914583391647685,0.0261445918020362,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2002,99.88026733370697,99.1982279093873,0.6820394243196742,0.0926899307441752,0.02704273554883956,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2003,99.86614630548036,99.17818415028395,0.6879621551963991,0.10908137428417453,0.02477232023547481,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2004,99.81872133538239,99.12917607917026,0.6895452562121237,0.15876512551007407,0.02251353910752798,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2005,99.80199758058679,99.1188038004157,0.6831937801710829,0.1769331203606376,0.02106929905258048,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2006,99.75185935088717,99.0683693487823,0.6834900021048811,0.22796357802674933,0.02017707108606572,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2007,99.76047212384955,99.06760425976996,0.6928678640795943,0.21988371975377616,0.01964415639667629,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2008,99.71200734362408,99.02092499967532,0.6910823439487711,0.2661356433667959,0.02185701300909836,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2009,99.66114509075551,98.96861078644945,0.6925343043060629,0.31768017929122266,0.02117472995326415,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2010,99.64530159583212,98.95331195702036,0.6919896388117556,0.33534029073357763,0.01935811343429257,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2011,99.67736575688295,98.9896878674502,0.6876778894327471,0.30258155251523083,0.02005269060182277,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2012,99.7442080520207,99.05876073250424,0.6854473195164602,0.23437847678295248,0.0214134711963546,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2013,99.7158062191055,99.02574920085324,0.6900570182522673,0.2637621674230616,0.02043161347143194,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2014,99.6607735687819,98.9740868498667,0.6866867189152149,0.31024053298648985,0.02898589823159546,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2015,99.55089363636029,98.86301990846104,0.6878737278992382,0.4202649055878493,0.0288414580518684,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2016,99.42736387109066,98.73820795605032,0.689155915040346,0.5447799725395951,0.02785615636973971,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2017,99.55027640224154,98.86003452021382,0.6902418820277265,0.42652567062907,0.02319792712938416,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2018,99.6695278492229,98.85525551209652,0.8142723371263774,0.29889750305609136,0.03157464772098372,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2019,99.68105540669484,98.87073294318004,0.8103224635147909,0.26594466360270047,0.05299992970245242,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2020,99.56465716959482,98.74712340264776,0.8175337669470663,0.40225455855295394,0.03308827185221812,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2021,99.44465168163907,98.63669878939658,0.8079528922424997,0.5084631025648333,0.04688521579609779,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,2022,99.44527489443843,98.744411837819,0.7008630566194236,0.505694094191091,0.04903101137048453,0,2013-06-05,2017-11-17,AM,Amazon Rio REDD+ IFM,18559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0155cbc2-12be-49df-8101-81b900b0cb0d,2000,99.82811765678036,99.32807413394798,0.5000435228323855,0.00911902693309227,0.1627633162865572,0,NA,NA,AM,PARQUE NACIONAL DO ACARI,99325.522,0,e97404c0-87ee-4d86-b753-b27d3e19b98e,PC,Áreas Públicas,UCPI,Unidade de Conservação de Proteção Integral,NA,N/A,1300144,Apuí,13,1,Amazônia
0155cbc2-12be-49df-8101-81b900b0cb0d,2001,99.82764875815437,99.32965968680124,0.497989071353128,0.00967736261137374,0.1626738792342544,0,NA,NA,AM,PARQUE NACIONAL DO ACARI,99325.522,0,e97404c0-87ee-4d86-b753-b27d3e19b98e,PC,Áreas Públicas,UCPI,Unidade de Conservação de Proteção Integral,NA,N/A,1300144,Apuí,13,1,Amazônia
0155cbc2-12be-49df-8101-81b900b0cb0d,2002,99.82614064584496,99.32752551512571,0.4986151307192479,0.00596560197243937,0.16789375218259545,0,NA,NA,AM,PARQUE NACIONAL DO ACARI,99325.522,0,e97404c0-87ee-4d86-b753-b27d3e19b98e,PC,Áreas Públicas,UCPI,Unidade de Conservação de Proteção Integral,NA,N/A,1300144,Apuí,13,1,Amazônia
0155cbc2-12be-49df-8101-81b900b0cb0d,2003,99.82792122760526,99.33200034179607,0.49592088580918,0.00333417906165592,0.16874459333307956,0,NA,NA,AM,PARQUE NACIONAL DO ACARI,99325.522,0,e97404c0-87ee-4d86-b753-b27d3e19b98e,PC,Áreas Públicas,UCPI,Unidade de Conservação de Proteção Integral,NA,N/A,1300144,Apuí,13,1,Amazônia
0155cbc2-12be-49df-8101-81b900b0cb0d,2004,99.83067897366645,99.33364238367032,0.4970365899961318,0.00432042643871313,0.16500059989483876,0,NA,NA,AM,PARQUE NACIONAL DO ACARI,99325.522,0,e97404c0-87ee-4d86-b753-b27d3e19b98e,PC,Áreas Públicas,UCPI,Unidade de Conservação de Proteção Integral,NA,N/A,1300144,Apuí,13,1,Amazônia
