id_registry,year,treatment,treatment_registered,treatment_anticipation,treatment_1094,treatment_1112,treatment_1113,treatment_1115,treatment_1118,treatment_1147,treatment_1329,treatment_1382,treatment_1503,treatment_1571,treatment_1654,treatment_1686,treatment_1811,treatment_1953,treatment_2252,treatment_2373,treatment_2508,treatment_2551,treatment_2558,treatment_2566,treatment_832,treatment_875,treatment_963,treatment_977,treatment_981,Total_natural_formation,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Non_vegetated_area_pctg,Water_pctg,Not_Observed_pctg,registry,project_developer,project_name,project_type,saleable_credits_registered,credits_retired_all_time,total_buffer_pool_credits,estimated_annual_emission_reductions,project_description,methodology_version,state,project_status,start,end,crediting_period_term,certification_date,area_hectares,afolu,redd_type,public_or_indigenous_land,document_size_pages,gold_standard_ggc,vcs,ccb.silver,ccb.gold,ccb.biodiversity_gold,ccb.community_gold,ccb.climate_gold,ccb.no_distinction,ccb,ccb_development,fsc_certification,fsc_development,social_carbon,cdm,corsia,sdg,michael_greene_association,vcs_project_validator,legal_issues,legal_issues_._more_information,ccb_project_status,ccb_project_type,ccb_project_validator,ccb_standard_edition,proponent_information,auditor_site_visit_to_and_from_date,number_of_verifications_ccb,first_verification,second_verification,third_verification,fourth_verification,fifth_verification,sixth__verification,seventh_verification,treatment_start_year,certification_year,anticipation_year
1094,2000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.76028889096985,99.6600913255494,0.10019756542044347,5.938943056987962e-4,0,0.23911721472445513,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2001,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.77085323177758,99.6706999799707,0.10015325180687004,3.676488559087786e-4,0,0.22877911936651169,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2002,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.77090347228213,99.66934073126808,0.10156274101405244,2.8280681223752195e-4,0,0.2288137209056273,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2003,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.77737783872409,99.6757027214082,0.1016751173158911,4.24210218356283e-4,0,0.22219795105754003,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2004,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.77653666123648,99.67528559626405,0.1012510649724299,5.656136244750439e-4,0,0.2228977251390392,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2005,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.77399957656955,99.673038977442,0.10096059912754154,0.00107466588650258,0,0.22492575754395633,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2006,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.77443238270223,99.66778453355484,0.1066478491473889,0.00415726013989157,0,0.22141035715788063,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2007,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.75899667244961,99.6555486780917,0.10344799435790218,0.01193444747642342,0,0.22906888007398332,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2008,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.74270865830385,99.63356277831366,0.10914587999019695,0.03827184500936224,0,0.2190194966867641,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2009,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.73456535294359,99.62125923399051,0.11330611895307773,0.05004504640367233,0,0.21538960065271992,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
