id_registry,year,treatment,treatment_registered,treatment_anticipation,treatment_1094,treatment_1112,treatment_1113,treatment_1115,treatment_1118,treatment_1147,treatment_1329,treatment_1382,treatment_1503,treatment_1571,treatment_1654,treatment_1686,treatment_1811,treatment_1953,treatment_2252,treatment_2373,treatment_2508,treatment_2551,treatment_2558,treatment_2566,treatment_832,treatment_875,treatment_963,treatment_977,treatment_981,Total_natural_formation,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Non_vegetated_area_pctg,Water_pctg,Not_Observed_pctg,registry,project_developer,project_name,project_type,saleable_credits_registered,credits_retired_all_time,total_buffer_pool_credits,estimated_annual_emission_reductions,project_description,methodology_version,state,project_status,start,end,crediting_period_term,certification_date,area_hectares,afolu,redd_type,public_or_indigenous_land,document_size_pages,gold_standard_ggc,vcs,ccb.silver,ccb.gold,ccb.biodiversity_gold,ccb.community_gold,ccb.climate_gold,ccb.no_distinction,ccb,ccb_development,fsc_certification,fsc_development,social_carbon,cdm,corsia,sdg,michael_greene_association,vcs_project_validator,legal_issues,legal_issues_._more_information,ccb_project_status,ccb_project_type,ccb_project_validator,ccb_standard_edition,proponent_information,auditor_site_visit_to_and_from_date,number_of_verifications_ccb,first_verification,second_verification,third_verification,fourth_verification,fifth_verification,sixth__verification,seventh_verification,treatment_start_year,certification_year,anticipation_year
1094,2000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.87705874711082,99.8758599164488,0.00119883066201773,0,0,0.12294125288919448,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2001,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.88108877877622,99.8798899481142,0.00119883066201773,0,0,0.11891122122378724,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2002,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.87651372370482,99.8754098241006,0.00110389960421936,0,0,0.12348627629517166,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2003,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.89085542936004,99.88889290214478,0.00196252721527404,0,0,0.10914457063995316,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2004,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.89320802955082,99.8907471231648,0.00246090638601839,0,0,0.10679197044915732,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2005,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.88876443124748,99.88722475293643,0.00153967831104387,0,0,0.11123556875250408,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2006,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.88767857950815,99.88468933648488,0.00298924302326683,0,0,0.1123214204918696,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2007,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.89161257396981,99.8900340190766,0.00157855489321121,0,0,0.10838742603018332,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2008,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.89983007053928,99.8964478255479,0.00338224499138023,0.00132903480917717,0,0.09884089465153938,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
1094,2009,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.88883130773229,99.88015619365272,0.00867511407956487,0.00980622319180947,0,0.10136246907588976,0,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2013,2001
