id_registry,year,Total_natural_formation,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Water_pctg,Not_Observed_pctg,start,certification_date,state,project_name,area_ha,Non_vegetated_area_pctg,id_landtenure,nm_class,desc_class,nm_subclass,desc_subclass,nm_size,desc_size,cd_mun,nm_mun,cd_uf,id_bioma,bioma
832,2000,98.51597689560194,98.51159967382884,0.00437722177310433,1.4789322010819914,0.00509090331608017,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2001,99.43697746394466,99.43260024217156,0.00437722177310433,0.5579316327392501,0.00509090331608017,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2002,99.51616417670985,99.5116907978712,0.00447337883866038,0.4783486415872394,0.00548718170288518,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2003,99.63452956329246,99.6344334062269,9.615706555605456e-5,0.3606300311341564,0.00484040557337495,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2004,99.66982368787382,99.66972753080826,9.615706555605458e-5,0.325335906552812,0.00484040557337496,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2005,99.72396467905746,99.72396467905746,0,0.27149782294057245,0.00453749800196533,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2006,99.74971882865076,99.74971882865076,0,0.2452057358703885,0.00507543547885377,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2007,99.77337807603485,99.77337807603485,0,0.2211347422622677,0.00548718170288518,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2008,99.80570775487291,99.80133053309982,0.00437722177310433,0.1892191217137063,0.00507312341337159,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2009,99.80539359001101,99.80036522303544,0.0050283669755595,0.18978172051888947,0.00482468947010288,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2010,99.80056802084722,99.79619079907413,0.00437722177310433,0.1949327868347888,0.00449919231800067,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2011,99.81358710369098,99.80920988191788,0.00437722177310433,0.18212614431582905,0.00428675199321444,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2012,99.8070558536072,99.8070558536072,0,0.1886715280505882,0.00427261834220021,0,2007-07-19,2012-05-25,PA,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,27434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
