id_registry,registry,project_developer,project_name,project_type,saleable_credits_registered,credits_retired_all_time,total_buffer_pool_credits,estimated_annual_emission_reductions,project_description,methodology_version,state,project_status,start,end,crediting_period_term,certification_date,area_hectares,afolu,redd_type,public_or_indigenous_land,document_size_pages,gold_standard_ggc,vcs,ccb-silver,ccb-gold,ccb-biodiversity_gold,ccb-community_gold,ccb-climate_gold,ccb-no_distinction,ccb,ccb_development,fsc_certification,fsc_development,social_carbon,cdm,corsia,sdg,michael_greene_association,vcs_project_validator,legal_issues,legal_issues_-_more_information,ccb_project_status,ccb_project_type,ccb_project_validator,ccb_standard_edition,proponent_information,auditor_site_visit_to_and_from_date,number_of_verifications_ccb,first_verification,second_verification,third_verification,fourth_verification,fifth_verification,sixth__verification,seventh_verification
341,VERRA,Multiple Proponents,União and Dois Companheiros fuel switching project,Energy Production or Conservation,71350,52503,NA,30042,Energy industries (renewable/non-renewable sources),AMS-I.E.,SP,Registered,2006-07-01,2016-03-30,"CREDITING PERIOD HAS EXPIRED, 01/07/2006 - 30/06/2016",NA,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,VERRA,Multiple Proponents,Assunção Ceramic Fuel Switching Project,Energy Production or Conservation,267656,212819,NA,14053,Energy industries (renewable/non-renewable sources),AMS-I.E.,CE,Registered,2007-06-01,2027-05-31,"2nd, 01/06/2017 - 31/05/2027",NA,NA,NA,NA,0,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,VERRA,Hidroluz Centrais Elétricas Ltda,Saldanha Small Hydroelectric Project,Energy Production or Conservation,40438,37458,NA,28059,Energy industries (renewable/non-renewable sources),AMS-I.D.,RO,Registered,NA,NA,NA,NA,NA,NA,NA,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,VERRA,Rio do Sangue Energia S.A.,Garganta da Jararaca Small Hydroelectric Power Plant (SHP) - Atiaia Energia S.A. Project Activity,Energy Production or Conservation,2000,2000,NA,50293,Energy industries (renewable/non-renewable sources),ACM0002,MT,Registered,2006-11-22,2016-11-21,"CREDITING PERIOD HAS EXPIRED, 22/11/2006 - 21/11/2016",NA,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,VERRA,Multiple Proponents,Maraca Ceramic Fuel Switching Project,Energy Production or Conservation,144973,144973,NA,12372,Energy industries (renewable/non-renewable sources),AMS-I.E.,MG,Registered,2008-01-04,2018-02-28,"CREDITING PERIOD HAS EXPIRED, 01/09/2009 - 31/08/2019",NA,NA,NA,NA,0,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,VERRA,Multiple Proponents,Barro Forte Ceramic Switching Fuel Project,Energy Production or Conservation,170918,53792,NA,16589,Energy industries (renewable/non-renewable sources),AMS-I.E.,PE,Registered,2008-01-01,2017-12-31,"CREDITING PERIOD HAS EXPIRED, 01/01/2008 - 31/12/2017",NA,NA,NA,NA,0,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,VERRA,Consórcio Empresarial Salto Pilão - CESAP,Salto Pilão Hydropower Plant Project Activity,Energy Production or Conservation,2735141,1780553,NA,186810,Energy industries (renewable/non-renewable sources),ACM0002,SC,Registered,2010-01-19,2020-01-18,"CREDITING PERIOD HAS EXPIRED, 19/01/2010 - 18/01/2020",NA,NA,NA,NA,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,VERRA,Ceramica Tuiutaba LTDA - ME,Ituiutaba Ceramic Fuel Switching Project,Energy Production or Conservation,129956,82690,NA,13623,Energy industries (renewable/non-renewable sources),AMS-I.E.,MG,Registered,2008-01-07,2018-06-30,"CREDITING PERIOD HAS EXPIRED, 01/07/2008 - 30/06/2018",NA,NA,NA,NA,0,44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,VERRA,Multiple Proponents,GE Teobaldo Ceramic Fuel Switching Project,Energy Production or Conservation,17507,9035,NA,5503,Energy industries (renewable/non-renewable sources),AMS-I.E.,PE,Registered,2009-01-01,2018-12-31,"CREDITING PERIOD HAS EXPIRED, 01/01/2009 - 31/12/2018",NA,NA,NA,NA,0,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,VERRA,Multiple Proponents,Maguary Ceramic Fuel Switching Project,Energy Production or Conservation,35476,16056,NA,11677,Energy industries (renewable/non-renewable sources),AMS-I.E.,PE,Registered,2008-01-11,2018-10-31,"CREDITING PERIOD HAS EXPIRED, 01/11/2008 - 31/10/2018",NA,NA,NA,NA,0,57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,VERRA,Multiple Proponents (Fazenda são nicolau bought by ONF inniciative),"Multi-Species Reforestation in Mato Grosso, Brazil","Forestry, non REDD+",364661,288379,56284,15512,Agriculture Forestry and Other Land Use,AR-AMS0006,MT,Registered,1999-11-01,2039-10-31,"1st, 01/11/1999 - 31/10/2039",NA,1000,ARR,NA,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Ernst & Young Associés,NA,NA,Project withdrawn,"Afforestation, Reforestation and Revegetation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,VERRA,Multiple Proponents,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),Energy Production or Conservation,336566,125544,NA,52686,Energy industries (renewable/non-renewable sources),ACM0002,RS,Registered,2009-01-07,2029-06-30,"2nd, 01/07/2019 - 30/06/2029",NA,NA,NA,NA,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,VERRA,Multiple Proponents,"Carbon Project in the Emas-Taquari Biodiversity Corridor, Goiás and Mato Grosso do Sul, Brazil","Forestry, non REDD+",0,0,NA,6870,Agriculture Forestry and Other Land Use,AR-AMS0001,GO,Registered,2010-12-06,2040-12-05,"1st, 06/12/2010 - 05/12/2040",2010-11-08,520,ARR,NA,0,76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,Verification approved,"Afforestation, Reforestation and Revegetation","Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Third Edition,NA,30-Nov-2015 to 02-Dec-2015,2,"Rainforest Alliance, Inc. (Rainforest Alliance)",Earthood Services Private Limited,NA,NA,NA,NA,NA
832,VERRA,CKBV Florestal Ltda,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,REDD+,2474650,1169718,753964,370000,Agriculture Forestry and Other Land Use,VM0007,PA,Registered,2007-07-19,2027-07-18,"1st, 19/07/2007 - 18/07/2027",2012-05-25,27434,REDD,APD,0,110,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"1, 8, 10, 12, 13, 15",0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,VERRA,Brascarbon Cosultoria Projetos e Represetacao SA,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil",Livestock Waste Management,44514,44514,NA,46678,"Livestock, enteric fermentation, and manure management",AMS-III.D.,SP,Registered,2010-01-02,2024-01-31,"2nd, 01/02/2017 - 31/01/2024",NA,NA,NA,NA,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,VERRA,Brascarbon Cosultoria Projetos e Represetacao SA,"BRASCARBON Methane Recovery Project BCA-BRA-05, Brazil",Livestock Waste Management,51608,51608,NA,52511,"Livestock, enteric fermentation, and manure management",AMS-III.D.,MS,Registered,2010-01-04,2024-03-31,"2nd, 01/04/2017 - 31/03/2024",NA,NA,NA,NA,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,VERRA,Brascarbon Cosultoria Projetos e Represetacao SA,"BRASCARBON Methane Recovery Project BCA-BRA-07, Brazil",Livestock Waste Management,30122,30122,NA,45017,"Livestock, enteric fermentation, and manure management",AMS-III.D.,MT/MS,Registered,2010-01-05,2024-04-30,"2nd, 01/05/2017 - 30/04/2024",NA,NA,NA,NA,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,VERRA,Florestal Santa Maria,FLORESTAL SANTA MARIA PROJECT,REDD+,8239076,3980411,1035046,997444,Agriculture Forestry and Other Land Use,VM0007,MT,Registered,2009-04-13,2039-04-12,"1st, 13/04/2009 - 12/04/2039",2012-05-04,71714,REDD,AUD,0,192,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,"3, 7, 8, 13, 15",0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,NA,NA,NA,NA,https://santamariaproject.com/,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,VERRA,Brascarbon Cosultoria Projetos e Represetacao SA,"BRASCARBON Methane Recovery Project BCA-BRA-02, Brazil.",Livestock Waste Management,72302,68302,NA,45146,"Livestock, enteric fermentation, and manure management",AMS-III.D.,SP,Registered,NA,NA,NA,NA,NA,NA,NA,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,VERRA,"Brascarbon Cosultoria, Projetos e Represetacao Ltd",BRASCARBON Methane Recovery Project BCA-BRA-03.,Livestock Waste Management,34685,34685,NA,43535,"Livestock, enteric fermentation, and manure management",AMS-III.D.,MG,Registered,2010-01-05,2024-04-30,"2nd, 01/05/2017 - 30/04/2024",NA,NA,NA,NA,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,VERRA,Multiple Proponents,Foz do Chapecó Project,Energy Production or Conservation,1289347,874109,NA,747711,Energy industries (renewable/non-renewable sources),ACM0002,SC,Registered,2010-10-14,2020-10-13,"CREDITING PERIOD HAS EXPIRED, 14/10/2010 - 13/10/2020",NA,NA,NA,NA,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,VERRA,Multiple Proponents,Exploitation of the biogas from Controlled Landfill in Solid Waste Management Central a CTRS / BR.040,Waste Handling and Disposal,305302,130528,NA,134160,Waste handling and disposal,ACM0001,MG,Registered,2009-10-29,2019-10-28,"CREDITING PERIOD HAS EXPIRED, 29/10/2009 - 28/10/2019",NA,NA,NA,NA,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,VERRA,Multiple Proponents,Rio Negro Ceramic Fuel Switching Project,Energy Production or Conservation,110470,80107,NA,20932,Energy industries (renewable/non-renewable sources),AMS-I.E.,AM,Registered,2009-01-03,2019-02-28,"CREDITING PERIOD HAS EXPIRED, 01/03/2009 - 28/02/2019",NA,NA,NA,NA,0,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,VERRA,Multiple Proponents,The Purus Project,REDD+,578984,578513,115623,89868,Agriculture Forestry and Other Land Use,VM0007,AC,Registered,2011-05-23,2041-05-22,"1st, 23/05/2011 - 22/05/2041",2013-01-02,34702,REDD,AUD,0,119,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,NA,0,SCS Global Services,NA,https://www.wrm.org.uy/pt/artigos-do-boletim/projeto-envira-redd-no-acre-brasil-certificadoras-de-carbono-atribuem-nivel-ouro-a-promessas-vazias,Verification approved,Reduced Emissions from Deforestation and Degradation,SCS Global Services,CCB Second Edition,"CarbonCo, LLC",19-Jul-2018 to 23-Jul-2018,7,Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,SCS Global Services
977,VERRA,RMDLT Property Group Ltd.,RMDLT Portel - Para REDD Project,REDD+,7087396,5647639,969805,553273,Agriculture Forestry and Other Land Use,VM0015,PA,On Hold,2009-01-01,2048-12-31,"1st, 01/01/2009 - 31/12/2048",2013-04-16,151105,REDD,AUD,0,201,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1,Det Norske Veritas Climate Change Services AS (DNV),1,https://g1.globo.com/pa/para/noticia/2023/10/03/fraude-na-amazonia-projetos-de-credito-de-carbono-dizem-reduzir-o-desmatamento-mas-so-falaram-para-ribeirinhos-nao-abrirem-roca.ghtml,Verification approval requested,Reduced Emissions from Deforestation and Degradation,EPIC Sustainability Services Private Limited,CCB Third Edition,https://www.rosewoodconservation.org/,04-May-2021 to 13-May-2021,2,Det Norske Veritas Climate Change Services AS (DNV),EPIC Sustainability Services Private Limited,NA,NA,NA,NA,NA
981,VERRA,Avoided Deforestation Project (Manaus) Limited (ADPML),Pacajai REDD+ Project (former ADPML Portel-Para),REDD+,10060355,2224961,1348671,264116,Agriculture Forestry and Other Land Use,VM0015,PA,On Hold,2009-01-01,2048-12-31,"1st, 01/01/2009 - 31/12/2048",2013-02-15,135106,REDD,AUD,0,201,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,Det Norske Veritas Climate Change Services AS (DNV),1,https://g1.globo.com/pa/para/noticia/2023/10/03/fraude-na-amazonia-projetos-de-credito-de-carbono-dizem-reduzir-o-desmatamento-mas-so-falaram-para-ribeirinhos-nao-abrirem-roca.ghtml,Under validation,Reduced Emissions from Deforestation and Degradation,Det Norske Veritas Climate Change Services AS (DNV),CCB Second Edition,NA,16-Jul-2012 to 31-Jul-2012,1,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA
1070,VERRA,Patrícia Matos de Cunha LTDA,Buenos Aires Renewable Energy Project,Energy Production or Conservation,67017,56473,NA,40971,Energy industries (renewable/non-renewable sources),AMS-I.E.,PE,Registered,2010-01-01,2019-12-31,"CREDITING PERIOD HAS EXPIRED, 01/01/2010 - 31/12/2019",NA,NA,NA,NA,0,58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,https://www.mitconindia.com/,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,VERRA,Multiple Proponents,Manaus Landfill Gas Project,Waste Handling and Disposal,311911,311911,NA,125817,Waste handling and disposal,ACM0001,AM,Registered,2009-08-07,2025-02-28,"2nd, 01/03/2018 - 28/02/2025",NA,NA,NA,NA,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,VERRA,Multiple Proponents,Ecomapua Amazon REDD Project,REDD+,2071291,1222688,193846,72338,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2003-01-01,2032-12-31,"1st, 01/01/2003 - 31/12/2032",2013-03-06,86270,REDD,AUD,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,1,"Associação dos Moradores da Reserva Extrativista Mapuá (Amorema) apresentou à Justiça um protesto, solicitando que fosse interrompido o prazo para a adoção de medidas judiciais em relação ao projeto. 65% do projeto foi feito em RESEX. Agora seus advogados preparam-se para entrar com uma ação pedindo indenização contra as empresas. (apublica, 2021)",NA,NA,NA,NA,05.086.970/0001-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,VERRA,Multiple Proponents,The Russas Project,REDD+,834128,306796,141293,120147,Agriculture Forestry and Other Land Use,VM0007,AC,Registered,2011-03-17,2041-03-16,"1st, 17/03/2011 - 16/03/2041",2014-05-15,41976,REDD,AUD,0,124,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,NA,Verification approval requested,Reduced Emissions from Deforestation and Degradation,Aster Global Environmental Solutions Inc.,CCB Second Edition,"CarbonCo, LLC",07-Nov-2018 to 13-Nov-2018,4,Aster Global Environmental Solutions Inc.,"Rainforest Alliance, Inc. (Rainforest Alliance)",Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,NA,NA,NA
1113,VERRA,Multiple Proponents,The Valparaiso Project,REDD+,1040963,549295,272570,153853,Agriculture Forestry and Other Land Use,VM0007,AC,Registered,2011-03-19,2041-03-18,"1st, 19/03/2011 - 18/03/2041",2014-09-23,28096,REDD,AUD,0,142,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,NA,Verification approval requested,Reduced Emissions from Deforestation and Degradation,Aster Global Environmental Solutions Inc.,CCB Second Edition,NA,07-Nov-2018 to 13-Nov-2018,4,Aster Global Environmental Solutions Inc.,"Rainforest Alliance, Inc. (Rainforest Alliance)",Aster Global Environmental Solutions Inc.,Aster Global Environmental Solutions Inc.,NA,NA,NA
1115,VERRA,Multiple Proponents,JARI/AMAPÁ REDD+ PROJECT,REDD+,1886984,817242,280890,115009,Agriculture Forestry and Other Land Use,VM0015,AP,Registered,2011-02-14,2041-02-13,"1st, 14/02/2011 - 13/02/2041",2013-05-10,65982,REDD,AUD,0,193,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NA,0,SCS Global Services,1,Jari Group (one of the proponents) is under investigation for illegal logging.,Under Verification,Reduced Emissions from Deforestation and Degradation,Det Norske Veritas Climate Change Services AS (DNV),CCB Third Edition,www.biofilica.com.br,21-Sep-2015 to 25-Sep-2015,2,RINA S.p.A (RINA),Earthood Services Private Limited,NA,NA,NA,NA,NA
1118,VERRA,Metareilá Association of the Suruí Indigenous People,Suruí Forest Carbon Project,REDD+,251529,251529,24183,247460,Agriculture Forestry and Other Land Use,VM0015,RO/MT,Registered,2009-06-09,2039-06-08,"1st, 09/06/2009 - 08/06/2039",2012-02-29,31994,REDD,AUD,0,129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Rainforest Alliance, Inc. (Rainforest Alliance)",1,Illegal minng took place in 2014/2015 (https://verra.org/media-statement-surui-forest-carbon-project/),Validation expired,Reduced Emissions from Deforestation and Degradation,"Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Second Edition,NA,27-Oct-2014 to 30-Oct-2014,1,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,NA,NA,NA,NA
1142,VERRA,Ticket Soluções HDFGT S.A,Ticket Log Fleet Fuel Substitution,Transportation,43429,19450,NA,456,Transport,VM0019,BR,Registered,2012-07-02,2022-07-01,"CREDITING PERIOD HAS EXPIRED, 02/07/2012 - 01/07/2022",NA,NA,NA,NA,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,VERRA,Multiple Proponents,Composting Project in Santa Catarina,Waste Handling and Disposal,70864,56538,NA,18077,Waste handling and disposal,AMS-III.D.//AMS-III.F.,SC,Crediting Period Renewal and Verification Approval Requested,2011-01-01,2020-12-31,"CREDITING PERIOD HAS EXPIRED, 01/01/2011 - 31/12/2020",NA,NA,NA,NA,0,72,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,TÜV Rheinland (China) Ltd.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,VERRA,Empresa Brasileira de Conservação de Florestas S.A,Amazon Rio REDD+ IFM,REDD+,182347,179300,20440,61238,Agriculture Forestry and Other Land Use,VM0011,AM,Registered,2013-06-05,2049-06-04,"1st, 05/06/2013 - 04/06/2049",2017-11-17,18559,REDD,APD,0,305,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1, 2, 3, 4, 5, 6, 7, 8, 13, 15",0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,Verification public comment period requested,Reduced Emissions from Deforestation and Degradation,"Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Third Edition,NA,21-Nov-2016 to 25-Nov-2016,NA,NA,NA,NA,NA,NA,NA,NA
1229,VERRA,Multiple Proponents,Fronteira and Novicel Ceramics Fuel Switching Project,Energy Production or Conservation,43527,27832,NA,23713,Energy industries (renewable/non-renewable sources),AMS-I.E.,AM,Registered,2011-01-01,2030-12-31,"2nd, 01/01/2021 - 31/12/2030",NA,NA,NA,NA,0,58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,VERRA,Pequena Central Hidrelétrica Zé Tunin S.A.,Zé Tunin Small Hydropower Plant Project,Energy Production or Conservation,0,0,NA,18479,Energy industries (renewable/non-renewable sources),AMS-I.D.,MG,Registered,2013-01-01,2022-12-31,"CREDITING PERIOD HAS EXPIRED, 01/01/2013 - 31/12/2022",NA,NA,NA,NA,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,VERRA,CPFL Energias Renováveis S.A.,"Electric Power Generation from Renewable Sources - Barra da Paciência, Ninho da Águia, Corrente Grande, Paiol, São Gonçalo and Várzea Alegre Small Hydropower Plants",Energy Production or Conservation,106863,99487,NA,79670,Energy industries (renewable/non-renewable sources),ACM0002,MG,Registered,2011-01-03,2025-01-02,"2nd, 03/01/2018 - 02/01/2025",NA,NA,NA,NA,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,VERRA,Land Conservation Organization (OCT),Reforestation Grouped Project at Pratigi Environmental Protection Area,"Forestry, non REDD+",1358,1358,185,1636,Agriculture Forestry and Other Land Use,AR-AMS0007,BA,Registered,2011-05-01,2111-04-30,"1st, 01/05/2011 - 30/04/2111",2014-10-28,170900,ARR,NA,0,117,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,Verification approval requested,"Afforestation, Reforestation and Revegetation","Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Second Edition,NA,19-Nov-2012 to 22-Nov-2012,2,"Rainforest Alliance, Inc. (Rainforest Alliance)",Earthood Services Private Limited,NA,NA,NA,NA,NA
1329,VERRA,Multiple Proponents,Maísa REDD+ Project,REDD+,634948,421306,0,67458,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2012-05-21,2042-05-20,"1st, 21/05/2012 - 20/05/2042",2014-12-29,28752,REDD,AUD,0,220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"13, 15",0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,Validation approved,Reduced Emissions from Deforestation and Degradation,"Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Second Edition,www.biofilica.com.br,10-Jun-2014 to 13-Jun-2014,NA,NA,NA,NA,NA,NA,NA,NA
1382,VERRA,Multiple Proponents,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",REDD+,10495589,3576803,4503981,1259646,Agriculture Forestry and Other Land Use,VM0007,AC,Registered,2012-08-02,2042-08-01,"1st, 02/08/2012 - 01/08/2042",2015-04-06,39301,REDD,APD,0,158,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,https://www.wrm.org.uy/pt/artigos-do-boletim/projeto-envira-redd-no-acre-brasil-certificadoras-de-carbono-atribuem-nivel-ouro-a-promessas-vazias,Verification approved,Reduced Emissions from Deforestation and Degradation,Aster Global Environmental Solutions Inc.,CCB Third Edition,"CarbonCo, LLC",11-Oct-2015 to 22-Nov-2015,4,Aster Global Environmental Solutions Inc.,"Rainforest Alliance, Inc. (Rainforest Alliance)",SCS Global Services,SCS Global Services,NA,NA,NA
1450,VERRA,Credits transferred from approved GHG program,Koblitz Biomass Power Plant,Energy Production or Conservation,7616,0,NA,24279,Agriculture Forestry and Other Land Use//Energy industries (renewable/non-renewable sources)//Waste handling and disposal,AMS-III.E.,RS,Units Transferred from Approved GHG Program,2009-02-01,2016-01-31,"CREDITING PERIOD HAS EXPIRED, 01/02/2009 - 31/01/2016",NA,NA,NA,NA,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Tuev Sued Industrie Service GmbH (Tuev Sued),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,VERRA,Multiple Proponents,RESEX Rio Preto-Jacundá REDD+ Project,REDD+,1211526,1030346,154063,414290,Agriculture Forestry and Other Land Use,VM0015,RO,Registered,2012-10-01,2042-09-30,"1st, 01/10/2012 - 30/09/2042",2016-06-14,94289,REDD,AUD,1,234,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,Verification approved,Reduced Emissions from Deforestation and Degradation,"Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Third Edition,www.biofilica.com.br,23-Nov-2015 to 27-Nov-2015,1,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA
