id_registry;registry;project developer;project name;project type;saleable credits registered;credits retired (all time);total buffer pool credits;estimated annual emission reductions;project description;protocol/methodology version;state;project status;document size (pages);gold standard ggc;vcs;ccb-silver;ccb-gold;ccb-biodiversity gold;ccb-community gold;ccb-climate gold;ccb-no distinction;ccb;ccb_development;fsc certification;fsc_development;social carbon;cdm;corsia;sdg;michael_greene_association;area in hectares (ha);afolu;redd type;public_or_indigenous_land;vcs project validator;project_start_crediting;project_end_crediting;crediting period term;certification date;legal issues;legal issues - more information;ccb project status;ccb project type;ccb project validator;ccb standard edition;proponent information;auditor site visit to and from date;number of verification (ccb);first verification;second verification;third verification;fourth verification;fifth verification;sixth  verification;seventh verification
2079;VERRA;CARBON CREDITS CONSULTING S.R.L.;Fazenda Nascente do Luar Agroforestry Project;Forestry, non REDD+;112185;30906;12465;22797;Agriculture Forestry and Other Land Use;AR-ACM0003;MS;Registered;144;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;342;ARR;NA;0;RINA S.p.A (RINA);04/20/2015;04/19/2045;1st, 20/04/2015 - 19/04/2045;04/15/2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2252;VERRA;Brazil AgFor LLC;Rio Anapu-Pacaja REDD Project;REDD+;6307759;51690;801787;938000;Agriculture Forestry and Other Land Use;VM0015;PA;On Hold;267;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2, 4, 5, 12, 14;1;165707;REDD;AUD;0;4K Earth Sciences Private Limited;01/01/2016;12/31/2045;1st, 01/01/2016 - 31/12/2045;09/16/2021;1;https://g1.globo.com/pa/para/noticia/2023/10/03/fraude-na-amazonia-projetos-de-credito-de-carbono-dizem-reduzir-o-desmatamento-mas-so-falaram-para-ribeirinhos-nao-abrirem-roca.ghtml;Verification public comment period requested ;Reduced Emissions from Deforestation and Degradation;4K Earth Sciences Private Limited;CCB First Edition;NA;08-Jun-2020 to 15-Jun-2020;2;NA;NA;NA;NA;NA;NA;NA
2306;VERRA;Converted from other GHG program;São João Landfill Gas to Energy Project (SJ);Waste Handling and Disposal;779;779;NA;76429;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;SP;Units Transferred from Approved GHG Program;61;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);05/22/2007;05/21/2028;3rd, 22/05/2007 - 21/05/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2316;VERRA;Converted From a another GHG program CDM;BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil CDM;Livestock Waste Management;20000;4810;NA;27418;Livestock, enteric fermentation, and manure management;AMS-III.D.;SP;Units Transferred from Approved GHG Program;85;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;VCS Validation/Verification Body;11/08/2010;11/07/2024;2nd, 08/11/2010 - 07/11/2024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2373;VERRA;Ecológica Assessoria Ltda;Yellow Ipê Grouped REDD Project;REDD+;16772;0;3664;273302;Agriculture Forestry and Other Land Use;VM0015;TO;Registered;94;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;86097;REDD;AUD;0;RINA S.p.A (RINA);03/01/2020;02/28/2050;1st, 01/03/2020 - 28/02/2050;12/14/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2465;VERRA;ERA Assessoria e Projetos Ambientais e Agricolas Ltd;Avoided Conversion Cerrado;Forestry, non REDD+;316781;378;60339;1e+05;Agriculture Forestry and Other Land Use;VM0009;GO;Registered;237;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;NA;0;17509;ACoGS;NA;0;RINA S.p.A (RINA);02/02/2017;02/01/2027;1st, 02/02/2017 - 01/02/2027;12/19/2022;NA;NA;Under validation and verification;Avoided Conversion of Grasslands and Shrublands;Earthood Services Private Limited;CCB Third Edition;www.erabrazil.com;16-Jul-2023 to 23-Jul-2023;1;Earthood Services Private Limited;NA;NA;NA;NA;NA;NA
2508;VERRA;Multiple Proponents;UNITOR REDD+ PROJECT;REDD+;832429;125;241163;522923;Agriculture Forestry and Other Land Use;VM0015;AM;Registered;187;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8, 11, 13, 15;0;94270;REDD;AUD;0;RINA S.p.A (RINA);04/26/2018;04/25/2048;1st, 26/04/2018 - 25/04/2048;04/26/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2539;VERRA;Multiple Proponents;EVERGREEN REDD+ PROJECT;REDD+;748135;0;86730;1566547;Agriculture Forestry and Other Land Use;VM0007;AM;Registered;57;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;130555;REDD;NA;0;RINA S.p.A (RINA);11/25/2020;11/24/2050;1st, 25/11/2020 - 24/11/2050;03/17/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2551;VERRA;BRCARBON SERVIÇOS AMBIENTAIS LTDA;Brazilian Amazon APD Grouped Project;REDD+;803858;0;93925;812538;Agriculture Forestry and Other Land Use;VM0007;AC/AM/AP/PA/RR/MA/MT/RO/TO;Registered;222;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;NA;0;17660;REDD;APD;0;Earthood Services Private Limited;08/02/2021;08/01/2121;1st, 02/08/2021 - 01/08/2121;11/10/2022;NA;NA;Under Verification;Reduced Emissions from Deforestation and Degradation;Earthood Services Private Limited;CCB Third Edition;bruno.matta@brcarbon.com.br;01-Nov-2021 to 10-Nov-2021;2;Earthood Services Private Limited;RINA S.p.A (RINA);NA;NA;NA;NA;NA
2558;VERRA;Multiple Proponents;ABC Norte REDD Project;REDD+;421510;11399;41564;1340740;Agriculture Forestry and Other Land Use;VM0015;PA;Registered;348;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;140691;REDD;AUD;0;RINA S.p.A (RINA);09/13/2017;09/12/2047;1st, 13/09/2017 - 12/09/2047;02/21/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2566;VERRA;Instituto Homem Pantaneiro;The Serra do Amolar REDD+ Project;REDD+;120833;2325;352;90592;Agriculture Forestry and Other Land Use;VM0015;MS;Registered;265;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;NA;0;135060;REDD;AUD;0;Ruby Canyon Engineering;07/01/2016;06/30/2046;1st, 01/07/2016 - 30/06/2046;05/13/2022;NA;NA;Verification approved;Reduced Emissions from Deforestation and Degradation;Ruby Canyon Engineering;CCB Third Edition;faleconosco@institutohomempantaneiro.org.br;NA;NA;NA;NA;NA;NA;NA;NA;NA
2600;VERRA;Converted from other GHG program;Oeste de Caucaia Landfill Project Activity;Waste Handling and Disposal;1134577;232469;NA;523569;Waste handling and disposal;ACM0001;CE;Units Transferred from Approved GHG Program;62;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;NA;NA;NA;0;KBS Certification Services Limited;04/22/2016;04/21/2023;CREDITING PERIOD HAS EXPIRED, 22/04/2016 - 21/04/2023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2998;VERRA;Brascarbon Consultoria Projetos e Representação S/A;Brascarbon Methane Recovery Project BCA-BRA-16;Waste Handling and Disposal;55246;501;NA;55356;Waste handling and disposal;AMS-III.D.;MS;Registered;139;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Colombian Institute for Technical Standards and Certification (ICONTEC);01/02/2021;01/01/2028;1st, 02/01/2021 - 01/01/2028;10/22/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3010;VERRA;Converted from other GHG program;MacaAobas Landfill Gas Project;Waste Handling and Disposal;97656;0;NA;102583;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;MG;Units Transferred from Approved GHG Program;70;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Colombian Institute for Technical Standards and Certification (ICONTEC);07/31/2013;07/30/2027;2nd, 31/07/2013 - 30/07/2027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3056;VERRA;Brascarbon Consultoria Projetos e Representação S/A;Brascarbon Methane Recovery Project BCA-BRA-17;Waste Handling and Disposal;55244;0;NA;55560;Waste handling and disposal;AMS-III.D.;MS;Registered;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Colombian Institute for Technical Standards and Certification (ICONTEC);02/02/2021;02/01/2028;1st, 02/02/2021 - 01/02/2028;11/06/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3350;VERRA;Suzano SA;THE ARR HORIZONTE CARBON PROJECT;Forestry, non REDD+;4665;139;270;119148;Agriculture Forestry and Other Land Use;AR-ACM0003;MS;Registered;234;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;15517;ARR;NA;0;Earthood Services Private Limited;11/02/2017;11/01/2047;1st, 02/11/2017 - 01/11/2047;10/25/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3448;VERRA;LANDFILL GAS COLLECTION AND UTILIZATION AT THE MARCA CARIACICA – II LANDFILL;Marca Construtora e Serviços LTDA;Waste Handling and Disposal;0;0;NA;410159;Waste handling and disposal;ACM0001;ES;Registered;140;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);10/15/2020;10/14/2027;1st, 15/10/2020 - 14/10/2027;10/13/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1027;VERRA;International Wood Corporation;IWC BRAZILIAN AMAZON GROUPED REDD APD, AUPD AND BIOMASS TO FUEL PROJECTS;Energy Production or Conservation//REDD;0;0;NA;5e+05;Agriculture Forestry and Other Land Use//Energy industries (renewable/non-renewable sources);VM0005//VM0015//Methodology Under Development;PA;Under development;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;18101;REDD;AUD/APD;0;NA;12/01/2021;11/30/2031;1st, 01/12/2021 - 30/11/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1561;VERRA;Global Servicos de Engenharia;Sustainable Forestry Management Plan Capture and Sequestration Carbon;REDD+;0;0;NA;99696;Agriculture Forestry and Other Land Use;VM0007//AR-ACM0003;PA/AM;Under development;23;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;3500000;REDD;AUD;0;NA;05/05/2016;05/04/2046;1st, 05/05/2016 - 04/05/2046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1596;VERRA;Fundação Amazonas Sustentável - FAS;The Juma Sustainable Development Reserve Project: Reducing Greenhouse Gas Emissions from Deforestation and Forest Degradation plus forest management in the State of Amazonas, Brazil;REDD+;0;0;NA;238530;Agriculture Forestry and Other Land Use;VM0015;AM;Registration requested;124;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;540445;REDD;AUD;0;S&A Carbon, LLC;01/01/2016;12/31/2025;1st, 01/01/2016 - 31/12/2025;NA;NA;NA;Validation expired;Reduced Emissions from Deforestation and Degradation;NA;CCB First Edition;NA;24-Jul-2008 to 31-Jul-2008;NA;NA;NA;NA;NA;NA;NA;NA
2359;VERRA;The Green Branch;Serra do Sudeste Landscape Restoration and Reforestation Project;Forestry, non REDD+;0;0;NA;8152;Agriculture Forestry and Other Land Use;AR-AMS0007;RS;Under validation;NA;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;1037;ARR;NA;0;Carbon Check (India) Private Ltd.;03/01/2021;02/28/2051;1st, 01/03/2021 - 28/02/2051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2482;VERRA;Multiple Proponents;Boa Fé REDD Project;REDD+;0;0;NA;1295172;Agriculture Forestry and Other Land Use;VM0015;AM;Registration and verification approval requested;138;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;432690;REDD;AUD;0;RINA S.p.A (RINA);01/01/2020;12/31/2029;1st, 01/01/2020 - 31/12/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2553;VERRA;Saving Nature, Inc.;Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil;Forestry, non REDD+;0;0;NA;7666;Agriculture Forestry and Other Land Use;AR-ACM0003;RJ;Under development;59;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;625;ARR;NA;0;Earthood Services Private Limited;10/01/2017;09/30/2057;1st, 01/10/2017 - 30/09/2057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2586;VERRA;413 Environmental, LLC;413 REDD Project;REDD+;0;0;NA;1465769;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;148;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;500996;REDD;APD;0;Aster Global Environmental Solutions Inc.;01/01/2021;12/31/2050;1st, 01/01/2021 - 31/12/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2587;VERRA;Zero Carbon Holdings, LLC;Zero Carbon Aripuanã River Valley REDD Project 1;REDD+;0;0;NA;456864;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;138;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;153985;REDD;APD;0;Aster Global Environmental Solutions Inc.;01/01/2021;12/31/2050;1st, 01/01/2021 - 31/12/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2620;VERRA;Multiple Proponents;Ribeirinho REDD+ Project;REDD+;0;0;NA;1521662;Agriculture Forestry and Other Land Use;VM0015;PA;Under development;304;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;1;199962;REDD;AUD;0;4K Earth Sciences Private Limited;07/01/2018;06/30/2048;1st, 01/07/2018 - 30/06/2048;NA;NA;NA;Under validation and verification;Reduced Emissions from Deforestation and Degradation;4K Earth Sciences Private Limited;CCB Third Edition;NA;20-Nov-2021 to 30-Nov-2021;NA;NA;NA;NA;NA;NA;NA;NA
2709;VERRA;Ecológica Assessoria Ltda.;Juruena River REDD+ Project;REDD+;0;0;NA;100588;Agriculture Forestry and Other Land Use;VM0015;MT;Registration and verification approval requested;68;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;45675;REDD;AUD;0;Earthood Services Private Limited;11/12/2020;11/11/2050;1st, 12/11/2020 - 11/11/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2726;VERRA;Ambipar Group;Regenerating Soil Life with waste management;Forestry, non REDD+;0;0;NA;40267;Agriculture Forestry and Other Land Use//Waste handling and disposal;AMS-III.F.//VM0021;SC;Under validation;176;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;43;ALM;NA;0;RINA S.p.A (RINA);10/01/2020;09/30/2040;1st, 01/10/2020 - 30/09/2040;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2790;VERRA;Suzano SA;The ARR Cerrado Carbon Project;Forestry, non REDD+;0;0;NA;6840106;Agriculture Forestry and Other Land Use;AR-ACM0003;MS;Registration requested;101;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;37032;ARR;NA;0;Earthood Services Private Limited;07/19/2019;07/18/2119;1st, 19/07/2019 - 18/07/2119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2870;VERRA;Multiple Proponents;Gairova REDD+ Project;REDD+;0;0;NA;155107;Agriculture Forestry and Other Land Use;VM0015;MT;Registration requested;56;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;22306;REDD;AUD;0;Earthood Services Private Limited;07/30/2021;07/29/2051;1st, 30/07/2021 - 29/07/2051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2871;VERRA;Ecológica Assessoria Ltda.;Green Valley Grouped REDD+ Project;REDD+;0;0;NA;117506;Agriculture Forestry and Other Land Use;VM0015;MT;Registration and verification approval requested;57;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;10526;REDD;AUD;0;Earthood Services Private Limited;07/05/2018;07/04/2048;1st, 05/07/2018 - 04/07/2048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2878;VERRA;Future Carbon International LLC;Rio Madeira Grouped REDD+ Project;REDD+;0;0;NA;917817;Agriculture Forestry and Other Land Use;VM0015;RO/AM;Registration and verification approval requested;62;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;52274;REDD;AUD;0;RINA S.p.A (RINA);10/23/2019;10/22/2049;1st, 23/10/2019 - 22/10/2049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2950;VERRA;Multiple Proponents;Atlantic Forest Biodiversity Conservation Limeira Project REDD;REDD+;0;0;NA;11266;Agriculture Forestry and Other Land Use;VM0007;PR;Under validation;120;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;4340;REDD;AUD;0;Earthood Services Private Limited;01/01/2017;12/31/2046;1st, 01/01/2017 - 31/12/2046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2980;VERRA;Multiple Proponents;Feijó REDD+ Project;REDD+;0;0;NA;238463;Agriculture Forestry and Other Land Use;VM0007//VM0015;AC;Registration and verification approval requested;77;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;43500;REDD;AUD/APD;0;Earthood Services Private Limited;01/02/2019;01/01/2049;1st, 02/01/2019 - 01/01/2049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3002;VERRA;Multiple Proponents;Hiwi REDD+ Project;REDD+;0;0;NA;88084;Agriculture Forestry and Other Land Use;VM0015;AC;Registration and verification approval requested;309;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;20505;REDD;AUD;0;AENOR International S.A.U.;08/31/2019;08/30/2049;1st, 31/08/2019 - 30/08/2049;NA;NA;NA;Under validation and verification;Reduced Emissions from Deforestation and Degradation;AENOR International S.A.U.;CCB Third Edition;NA;02-May-2022 to 05-May-2022;1;AENOR International S.A.U.;NA;NA;NA;NA;NA;NA
3041;VERRA;Easy Volt Brasil;EZVOLT - EV CHARGING NETWORK CARBON CREDITS PROJECT;Transportation;0;0;NA;14067;Transport;VM0038;RJ;Under development;18;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;07/29/2021;07/28/2031;1st, 29/07/2021 - 28/07/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3049;VERRA;Future Carbon Consultoria e Projetos Florestais LTDA;Rio Preto Grouped REDD+ Project;REDD+;0;0;NA;11541;Agriculture Forestry and Other Land Use;VM0015;MT;Under development;48;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;3096;REDD;AUD;0;NA;05/29/2019;05/28/2049;1st, 29/05/2019 - 28/05/2049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3050;VERRA;OnePlanet Ltda;Maraui Program - Grouped Project;REDD+;0;0;NA;2e+05;Agriculture Forestry and Other Land Use;VM0009;PI;Under validation;133;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;27458;REDD/ACoGS;NA;0;NA;09/01/2021;08/31/2041;1st, 01/09/2021 - 31/08/2041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3055;VERRA;Multiple Proponents;Itaúba REDD+ Project;REDD+;0;0;NA;28655;Agriculture Forestry and Other Land Use;VM0015;MT;Under validation;246;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;15352;REDD;AUD;0;Earthood Services Private Limited;12/14/2021;12/13/2051;1st, 14/12/2021 - 13/12/2051;NA;NA;NA;Under Verification;Reduced Emissions from Deforestation and Degradation;Earthood Services Private Limited;CCB Third Edition;NA;17-Jul-2022 to 24-Jul-2022;1;Earthood Services Private Limited;NA;NA;NA;NA;NA;NA
3141;VERRA;CARBON CREDITS CONSULTING S.R.L.;Western Amazon REDD+ Grouped Project;REDD+;0;0;NA;362077;Agriculture Forestry and Other Land Use;VM0015;AC/AM;Under validation;123;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;59959;REDD;AUD;0;RINA S.p.A (RINA);01/01/2019;12/31/2048;1st, 01/01/2019 - 31/12/2048;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;RINA S.p.A (RINA);CCB Third Edition;NA;NA;1;RINA S.p.A (RINA);NA;NA;NA;NA;NA;NA
3152;VERRA;Ecológica Assessoria Ltda.;Alto Xingu Grouped REDD+ Project;REDD+;0;0;NA;57902;Agriculture Forestry and Other Land Use;VM0015;MT;Under development;63;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;NA;0;15256;REDD;AUD;0;NA;07/19/2021;07/18/2051;1st, 19/07/2021 - 18/07/2051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3166;VERRA;ReforesTerra – Restauração de Ecossistemas Florestais Ltda;ReforesTerra Grouped Project;Forestry, non REDD+;0;0;NA;26843;Agriculture Forestry and Other Land Use;ACM0003;RO;Registration requested;164;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;20000;ARR;NA;0;EPIC Sustainability Services Private Limited;11/15/2022;11/14/2052;1st, 15/11/2022 - 14/11/2052;NA;NA;NA;Under validation;Afforestation, Reforestation and Revegetation;NA;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3281;VERRA;MATA NATIVA DO BRASIL ASSESSORIA E CONSULTORIA AMBIENTAL LTDA;ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA;REDD+;0;0;NA;6237;Agriculture Forestry and Other Land Use;VM0005//VM0007//VM0017;MG;Under development;57;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;728372;REDD;NA;0;Earthood Services Private Limited;08/05/2021;08/04/2041;1st, 05/08/2021 - 04/08/2041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3299;VERRA;The Green Branch;Grouped Project Serra do Sudeste;Forestry, non REDD+;0;0;NA;14560;Agriculture Forestry and Other Land Use;AR-ACM0003;RS;Registration requested;201;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;2953;ARR;NA;0;Carbon Check (India) Private Ltd.;10/05/2021;10/04/2051;1st, 05/10/2021 - 04/10/2051;NA;NA;NA;Under validation;Afforestation, Reforestation and Revegetation;Carbon Check (India) Private Ltd.;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3304;VERRA;Multiple Proponents;Boa Esperança Grouped REDD+ Project;REDD+;0;0;NA;5921;Agriculture Forestry and Other Land Use;VM0015;AM;Under development;53;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;NA;0;8943;REDD;AUD;0;NA;03/07/2022;03/06/2032;1st, 07/03/2022 - 06/03/2032;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3306;VERRA;Future Carbon Consultoria e Projetos Florestais LTDA;Buritirana Grouped REDD+ Project;REDD+;0;0;NA;5149;Agriculture Forestry and Other Land Use;VM0015;TO;Under development;49;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;4037;REDD;AUD;0;NA;09/03/2020;09/02/2030;1st, 03/09/2020 - 02/09/2030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3332;VERRA;SIM Sustainable Investment Management;SIMFlor Programme 2;REDD+;0;0;NA;1e+06;Agriculture Forestry and Other Land Use;VM0007;AC/PA/MT/AM/RO/TO/MA;Under development;44;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;37020;REDD;APD;0;4K Earth Sciences Private Limited;07/01/2022;06/30/2052;1st, 01/07/2022 - 30/06/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3334;VERRA;Para Redd Projects Limited;MARAJÓ REDD+ Project;REDD+;0;0;NA;298409;Agriculture Forestry and Other Land Use;VM0037;PA;Under validation;152;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;138285;REDD;AUD;0;Ruby Canyon Engineering;10/23/2021;10/22/2061;1st, 23/10/2021 - 22/10/2061;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Ruby Canyon Engineering;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3380;VERRA;SIMFlor Ltd;SIMFlor Programme 1;REDD+;0;0;NA;1e+06;Agriculture Forestry and Other Land Use;VM0007;AC/PA/MT/AM/RO/TO/MA;Under development;43;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;15121;REDD;APD;0;NA;08/01/2022;07/31/2052;1st, 01/08/2022 - 31/07/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3404;VERRA;ORIZON Valorização de Resíduos S.A.;ECOPARQUE PAULÍNIA LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;1791964;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;SP;Under development;173;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);06/01/2022;05/31/2029;1st, 01/06/2022 - 31/05/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3430;VERRA;Multiple Proponents;Juruá REDD+ Project;REDD+;0;0;NA;86557;Agriculture Forestry and Other Land Use;VM0015;AC;Registration requested;188;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;24076;REDD;AUD;0;Earthood Services Private Limited;08/01/2020;07/31/2030;1st, 01/08/2020 - 31/07/2030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3447;VERRA;SLB International S.A.S.;ARR SLB Paraná;Forestry, non REDD+;0;0;NA;36288;Agriculture Forestry and Other Land Use;AR-ACM0003;PR;Under validation;36;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;977;ARR;NA;0;NA;12/18/2018;12/17/2038;1st, 18/12/2018 - 17/12/2038;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
