id,year,Forest,Non_Forest_Natural,Farming,Non_vegetated_area,Water,Not_Observed
0061c3f7-61d2-48d2-b5be-a1782570defe,2000,5.760920319231033e-4,0,2.052906603466909e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2001,5.760920319231033e-4,0,2.052906603466909e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2002,5.730742079945728e-4,0,2.3546889963199646e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2003,5.730742079945728e-4,0,2.3546889963199646e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2004,5.730742079945728e-4,0,2.3546889963199646e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2005,5.421475416858001e-4,0,5.4473556271972257e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2006,5.358041167289329e-4,0,6.0816981228839495e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2007,5.332683264098748e-4,0,6.335277154789765e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2008,5.316026792057116e-4,0,6.501841875206082e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2009,5.3057180334104e-4,0,6.604929461673237e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2010,5.318486099836761e-4,0,6.47724879740963e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2011,5.295465092443052e-4,0,6.707458871346716e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2012,5.318452007143648e-4,0,6.47758972434076e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2013,5.318452007143648e-4,0,6.47758972434076e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2014,5.316490725020273e-4,0,6.49720254557451e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2015,5.312602319405002e-4,0,6.53608660172722e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2016,5.312602319405002e-4,0,6.53608660172722e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2017,5.350329037865365e-4,0,6.158819417123595e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2018,5.522596562057558e-4,0,4.436144175201662e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2019,5.595473654294025e-4,0,3.7073732528369874e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2020,5.624998121502855e-4,0,3.4121285807486856e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2021,5.624998121502855e-4,0,3.4121285807486856e-5,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2022,5.624998121502855e-4,0,3.4121285807486856e-5,0,0,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2000,387.6452351164917,93.40802093336242,0.3835011229675729,0,304.7574352134434,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2001,404.37418339670694,169.04059513756147,0.3835011229675729,0,212.39591272902908,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2002,409.98785506644344,66.63896240360918,0.3835011229675729,0,309.18387379324486,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2003,424.8511580021732,118.86746563966152,0.7005409405392129,0,241.7750278038911,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2004,434.9406998807244,64.47822685784195,0.4716437608003616,0,286.3036218868983,0
