id_registry,year,Forest,Non_Forest_Natural,Farming,Non_vegetated_area,Water,Not_Observed
832,2000,302579.5146853306,13.44468716531992,4542.557314422698,0,15.636768260282224,0
832,2001,305408.3785543112,13.44468716531992,1713.6934454421084,0,15.636768260282224,0
832,2002,305651.30610841565,13.740034701302648,1469.253370165689,0,16.85394189624185,0
832,2003,306028.3114456754,0.295347535982728,1107.6793004133356,0,14.867361554187482,0
832,2004,306136.7177564284,0.295347535982728,999.2729896603222,0,14.867361554187482,0
832,2005,306303.30778288376,0,833.9086948404682,0,13.936977454703992,0
832,2006,306382.4119504031,0,753.1522461559525,0,15.589258619826978,0
832,2007,306455.08160167746,0,679.2179116052012,0,16.85394189624185,0
832,2008,306540.9378959712,13.44468716531992,581.1887149583636,0,15.58215708402986,0
832,2009,306537.97293497407,15.44468716531992,582.9167436778007,0,14.819089361709302,0
832,2010,306525.1511436268,13.44468716531992,598.7383032822545,0,13.81932110456819,0
832,2011,306565.13940671855,13.44468716531992,559.4025530984654,0,13.166808196586317,0
832,2012,306558.5232839167,0,579.5067747377543,0,13.12339652447099,0
832,2013,306581.7949237947,0,557.4674192268103,0,11.891112157386488,0
832,2014,306583.0732635085,0,556.1890795129984,0,11.891112157386488,0
832,2015,306631.0004550072,0,508.2618880143091,0,11.891112157386488,0
832,2016,306721.26216549904,0,418.0001775224555,0,11.891112157386488,0
832,2017,306734.52636688144,13.44468716531992,391.29128897472765,0,11.891112157386488,0
832,2018,306740.0758110786,13.44468716531992,386.1808172507481,0,11.452139684241956,0
832,2019,306700.9501159236,13.44468716531992,425.30651240575025,0,11.452139684241956,0
832,2020,306670.23326597625,13.535008370876312,455.9330411475421,0,11.452139684241956,0
832,2021,306601.5422229542,13.456718161702156,524.7422327385611,0,11.412281324398464,0
832,2022,306551.7957309064,13.44468716531992,571.7574838358305,0,14.155553271305507,0
875,2000,809867.5955746761,154.05493923462927,1343.1374023510143,0,327.15617265645415,0
875,2001,809845.7664217716,154.05493923462927,1345.522541361861,0,346.6001865500584,0
875,2002,808596.4256088161,154.05493923462927,2626.791692129802,0,314.6718487376347,0
875,2003,808418.3016985157,154.05493923462927,2796.708721093368,0,322.8787300745025,0
875,2004,808612.1376258165,154.05493923462927,2715.7974935758393,0,209.95403029117733,0
875,2005,808554.5024113669,154.17174133099616,2781.0029016900808,0,202.267034530174,0
875,2006,808038.5484435712,161.17174133099616,3178.172458949499,0,314.0514450664632,0
875,2007,807891.8668187065,162.05493923462927,3244.283890149556,0,393.73844082746655,0
