id_registry,year,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Non_vegetated_area_pctg,Water_pctg,Not_Observed_pctg
832,2000,98.51159967383441,0.0043772217730843836,1.4789322010752508,0,0.005090903317269822,0
832,2001,99.43260024217292,0.0043772217730843836,0.5579316327367071,0,0.005090903317269822,0
832,2002,99.51169079787222,0.00447337883864,0.4783486415850592,0,0.005487181704073029,0
832,2003,99.6344334062,9.615706555561631e-5,0.36063003115987774,0,0.004840405574565751,0
832,2004,99.66972753078119,9.615706555561631e-5,0.3253359065786941,0,0.004840405574565751,0
832,2005,99.72396467903256,0,0.2714978229642743,0,0.004537498003157506,0
832,2006,99.74971882861968,0,0.2452057359002744,0,0.005075435480043491,0
832,2007,99.77337807601526,0,0.22113474228066546,0,0.005487181704073029,0
832,2008,99.8013305330801,0.0043772217730843836,0.18921912173224953,0,0.005073123414561323,0
832,2009,99.80036522301575,0.005028366975536587,0.18978172053743012,0,0.004824689471293743,0
832,2010,99.79619079905443,0.0043772217730843836,0.19493278685330592,0,0.004499192319193024,0
832,2011,99.80920988188772,0.0043772217730843836,0.18212614434478963,0,0.0042867519944077585,0
832,2012,99.80705585357708,0,0.18867152807951895,0,0.004272618343393596,0
832,2013,99.81463246190697,0,0.18149611777647415,0,0.003871420316551636,0
832,2014,99.81504865429285,0,0.18107992539059778,0,0.003871420316551636,0
832,2015,99.83065243469854,0,0.16547614498490798,0,0.003871420316551636,0
832,2016,99.8600391745745,0,0.13608940510895795,0,0.003871420316551636,0
832,2017,99.86435763512175,0.0043772217730843836,0.12739372278861616,0,0.003871420316551636,0
832,2018,99.86616438210437,0.0043772217730843836,0.1257298932159477,0,0.0037285029066033157,0
832,2019,99.85342612775797,0.0043772217730843836,0.13846814756234122,0,0.0037285029066033157,0
832,2020,99.84342556301915,0.004406627882923257,0.14843930619133236,0,0.0037285029066033157,0
832,2021,99.82106164146153,0.004381138735871891,0.17084169368588561,0,0.0037155261167084643,0
832,2022,99.80486554664365,0.0043772217730843836,0.1861485712829219,0,0.0046086603003335815,0
875,2000,99.7752412688671,0.01897948357828633,0.1654737874549951,0,0.04030546009960341,0
875,2001,99.7725519292644,0.01897948357828633,0.16576763526612795,0,0.04270095189118811,0
875,2002,99.61863382990987,0.01897948357828633,0.3236192882360362,0,0.03876739827581231,0
875,2003,99.59668906236627,0.01897948357828633,0.34455297252364964,0,0.03977848153179801,0
875,2004,99.62056954174177,0.01897948357828633,0.3345847539024402,0,0.025866220777494568,0
875,2005,99.61346891509773,0.018993873532161993,0.3426180242322857,0,0.024919187137825812,0
875,2006,99.54990367072723,0.019856269672837892,0.39154909471435395,0,0.03869096488557239,0
875,2007,99.53183257541419,0.019965079167630212,0.39969398658885247,0,0.0485083588293361,0
875,2008,99.54830404800458,0.020088278616298198,0.3765912914759127,0,0.05501638190320236,0
875,2009,99.56277832602177,0.020211478064966183,0.3537394509493051,0,0.06327074496395739,0
875,2010,99.59002019503426,0.019856269672837892,0.33817854821831506,0,0.05194498707459579,0
875,2011,99.61987667887749,0.019856269672837892,0.3120225626898919,0,0.04824448875977194,0
