id_registry,year,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Non_vegetated_area_pctg,Water_pctg,Not_Observed_pctg
1094,2000,99.87585991644879,0.0011988306620177365,0,0,0.12294125288919448,0
1094,2001,99.8798899481142,0.0011988306620177365,0,0,0.11891122122378725,0
1094,2002,99.87540982410061,0.0011038996042193668,0,0,0.12348627629517166,0
1094,2003,99.88889290214478,0.001962527215274041,0,0,0.10914457063995317,0
1094,2004,99.89074712316481,0.0024609063860183905,0,0,0.10679197044915732,0
1094,2005,99.88722475293645,0.0015396783110438726,0,0,0.11123556875250408,0
1094,2006,99.88468933648488,0.002989243023266831,0,0,0.11232142049186959,0
1094,2007,99.89003401907661,0.0015785548932112153,0,0,0.10838742603018331,0
1094,2008,99.8964478255479,0.0033822449913802396,0.001329034809177176,0,0.09884089465153938,0
1094,2009,99.88015619365272,0.008675114079564875,0.009806223191809472,0,0.10136246907588975,0
1094,2010,99.87292023373706,0.00721101568028125,0.0169260525266872,0,0.10294269805596996,0
1094,2011,99.87876165004384,0.0021742334270359698,0.01927100473306905,0,0.09979311179604865,0
1094,2012,99.8820442808322,0.003598199293909289,0.01480924501654567,0,0.09954827485733686,0
1094,2013,99.91004944073802,0.006024284701826446,0.0032276559651445704,0,0.08069861859499966,0
1094,2014,99.91362792769802,0.0023157350189200016,0.0043668286587250065,0,0.07968950862435352,0
1094,2015,99.90700678223415,0.0021999161183307503,0.006645174047819879,0,0.08414812759970831,0
1094,2016,99.91222151303154,0.0038624244916696726,0.005709014471657493,0,0.07820704800514486,0
1094,2017,99.91305289134628,0.0026227294717473624,0.011249479653523463,0,0.0730748995284626,0
1094,2018,99.9122093605082,0.00655395548353148,0.011249479653523463,0,0.0699872043547506,0
1094,2019,99.90542677124532,0.0037808601693245405,0.018803349765479867,0,0.0719890188198674,0
1094,2020,99.89607249446678,0.003967992275364931,0.03608080228478315,0,0.06387871097307213,0
1094,2021,99.89490877756734,0.014861362959724138,0.03693518180496848,0,0.053294677667956744,0
1094,2022,99.86426854009926,0.00582581038950087,0.04972116969245992,0,0.08018447981877971,0
1112,2000,99.82818276497296,0.009998309778530926,0.13126710777197534,0,0.030551817476535507,0
1112,2001,99.82221913284353,0.012404411384933037,0.13795205554173645,0,0.027424400229804972,0
1112,2002,99.80561001894891,0.012694090175307749,0.15409784418602757,0,0.027598046689759122,0
1112,2003,99.80327201775306,0.01309795247503328,0.15510884227692961,0,0.02852118749498617,0
1112,2004,99.79883547635453,0.015182469874055202,0.16134169316908573,0,0.02464036060232371,0
1112,2005,99.78136048953048,0.014038116867684405,0.1799946847388042,0,0.024606708863023168,0
1112,2006,99.7716761205452,0.014269458261633896,0.1881978156057886,0,0.02585660558738475,0
1112,2007,99.75485169876036,0.01540170961371002,0.20337742632719488,0,0.02636916529872752,0
1112,2008,99.72073800710255,0.013273895434512645,0.23512261440295223,0,0.030865483059980537,0
1112,2009,99.67202409694406,0.015639433712885537,0.28295406811544055,0,0.029382401227615935,0
1112,2010,99.59914706327065,0.01789115253564455,0.3538023428554538,0,0.02915944133825145,0
1112,2011,99.56614158640184,0.018662311543672615,0.38442539849407426,0,0.030770703560402495,0
1112,2012,99.52345105365609,0.0230572942511892,0.4258259227120407,0,0.027665729380682597,0
1112,2013,99.4439750832925,0.020038669662946772,0.5069486818266697,0,0.02903756521787764,0
1112,2014,99.36890016287549,0.01854264478031198,0.5798500585796846,0,0.03270713376450345,0
1112,2015,99.32280939090018,0.020282614920125255,0.6226739860091954,0,0.034234008170498736,0
1112,2016,99.30822166331235,0.024316852152166276,0.6395885717544659,0,0.027872912781002453,0
1112,2017,99.3357724052386,0.018000777902420544,0.6102723769837194,0,0.035954439875264796,0
1112,2018,99.37619341998877,0.028331033443205977,0.5648842913827061,0,0.030591255185322137,0
1112,2019,99.3755038038312,0.025240757702414365,0.5624303758287482,0,0.03682506263762914,0
1112,2020,99.34546048899531,0.028388004145358428,0.5938484178060178,0,0.03230308905330454,0
1112,2021,99.25654643051703,0.030164816431197505,0.6806127201692866,0,0.03267603288248262,0
1112,2022,99.18439896108983,0.023758754538950787,0.7509372956305044,0,0.04090498874072687,0
