id,year,Forest_pctg,Non_Forest_Natural_pctg,Farming_pctg,Non_vegetated_area_pctg,Water_pctg,Not_Observed_pctg
0061c3f7-61d2-48d2-b5be-a1782570defe,2000,96.55911161959577,0,3.440888380404223,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2001,96.55911161959577,0,3.440888380404223,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2002,96.05329244242277,0,3.946707557577229,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2003,96.05329244242277,0,3.946707557577229,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2004,96.05329244242277,0,3.946707557577229,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2005,90.86965639357464,0,9.13034360642536,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2006,89.80643134528508,0,10.193568654714921,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2007,89.38140609429443,0,10.618593905705564,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2008,89.1022260234145,0,10.897773976585503,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2009,88.92944033611644,0,11.070559663883559,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2010,89.14344662034047,0,10.856553379659523,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2011,88.75759021210233,0,11.242409787897673,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2012,89.14287519078108,0,10.857124809218915,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2013,89.14287519078108,0,10.857124809218915,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2014,89.1100020300751,0,10.889997969924906,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2015,89.04482824341919,0,10.955171756580809,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2016,89.04482824341919,0,10.955171756580809,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2017,89.67716790739522,0,10.322832092604784,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2018,92.56455363314082,0,7.435446366859193,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2019,93.78605070198273,0,6.213949298017261,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2020,94.28091196836927,0,5.719088031630736,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2021,94.28091196836927,0,5.719088031630736,0,0,0
0061c3f7-61d2-48d2-b5be-a1782570defe,2022,94.28091196836927,0,5.719088031630736,0,0,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2000,49.306550324406075,11.88103675121911,0.04877943982307554,0,38.76363348455174,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2001,51.434389532864145,21.50112488423345,0.04877943982307554,0,27.01570614307932,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2002,52.148420712959464,8.47614534029384,0.04877943982307554,0,39.32665450692362,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2003,54.038959091348715,15.119351782397898,0.08910533139565983,0,30.752583794857724,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2004,55.32229875173559,8.201310500925597,0.05999074597191101,0,36.4164000013669,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2005,55.62626721282403,15.745685065037899,0.04877943982307554,0,28.579268282314985,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2006,54.2068066960534,21.978869699860574,0.04877943982307554,0,23.76554416426295,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2007,54.055193457315966,15.87659725586326,0.04877943982307554,0,30.019429846997703,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2008,54.69564619770084,7.668953294387099,0.01970160095906294,0,37.61569890695299,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2009,56.474600290144686,14.224451737675325,0.01970160095906294,0,29.281246371220938,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2010,59.11330624600677,18.992240700513353,0.04877943982307554,0,21.845673613656803,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2011,58.78545059266358,16.088298189653656,0.04877943982307554,0,25.07747177785969,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2012,58.04752474961749,19.638848378981308,0.01970160095906294,0,22.293925270442145,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2013,57.22855017751497,12.922362848804433,0.01970160095906294,0,29.82938537272153,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2014,57.14245031654818,13.408257730505893,0.01970160095906294,0,29.429590351986867,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2015,57.13274981449937,15.479314674373567,0.04877943982307554,0,27.33915607130399,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2016,56.98165329492257,20.234280804700173,0.04877943982307554,0,22.735286460554175,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2017,57.04523010991387,13.37544352201832,0.08910533139565983,0,29.49022103667215,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2018,57.218222792107284,15.687411477133995,0.08910533139565983,0,27.005260399363056,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2019,55.80890141555257,14.185193649812339,0.04877943982307554,0,29.957125494812008,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2020,57.088346974737604,15.965953826512038,0.04877943982307554,0,26.89691975892729,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2021,57.06219826485497,13.0281305276339,0.04877943982307554,0,29.860891767688052,0
0065420e-4a5a-4010-a4f8-1aaf3d426e1d,2022,59.4636068213311,2.6342344795185952,0.1626845091094693,0,37.739474190040845,0
0081466c-7a89-41fa-8034-37f09df310ea,2000,67.06035172019152,0.4412518133325995,0.10969051388015823,0,32.38870595259573,0
0081466c-7a89-41fa-8034-37f09df310ea,2001,66.58930782545225,0.26651263248913626,0.08959237630356602,0,33.054587165755045,0
0081466c-7a89-41fa-8034-37f09df310ea,2002,66.11932985141273,0.016160447746354178,0.0075144769957311485,0,33.856995223845175,0
0081466c-7a89-41fa-8034-37f09df310ea,2003,67.1394958935269,0.023674924742085327,0,0,32.83682918173101,0
0081466c-7a89-41fa-8034-37f09df310ea,2004,68.26763971906813,0,0,0,31.732360280931875,0
0081466c-7a89-41fa-8034-37f09df310ea,2005,68.48028236148564,0,0,0,31.51971763851436,0
0081466c-7a89-41fa-8034-37f09df310ea,2006,67.54936182994203,0,0,0,32.45063817005798,0
0081466c-7a89-41fa-8034-37f09df310ea,2007,67.17989357296614,0,0,0,32.82010642703387,0
0081466c-7a89-41fa-8034-37f09df310ea,2008,66.99533845362157,0,0,0,33.00466154637841,0
0081466c-7a89-41fa-8034-37f09df310ea,2009,67.22758107270643,0.028151532698917275,0.0079393899373818,0,32.73632800465727,0
0081466c-7a89-41fa-8034-37f09df310ea,2010,67.08486694499761,0,0.0079393899373818,0,32.90719366506501,0
0081466c-7a89-41fa-8034-37f09df310ea,2011,67.72862990570069,0,0,0,32.271370094299314,0
0081466c-7a89-41fa-8034-37f09df310ea,2012,68.28184649653626,0,0,0,31.718153503463753,0
0081466c-7a89-41fa-8034-37f09df310ea,2013,68.5481201207847,0,0,0,31.451879879215294,0
0081466c-7a89-41fa-8034-37f09df310ea,2014,68.00410903458578,0.019930474889944892,0,0,31.975960490524276,0
0081466c-7a89-41fa-8034-37f09df310ea,2015,67.7923308838864,0.03738327904778603,0,0,32.17028583706582,0
0081466c-7a89-41fa-8034-37f09df310ea,2016,67.9928947812583,0.03738327904778603,0,0,31.969721939693912,0
0081466c-7a89-41fa-8034-37f09df310ea,2017,67.47881343106027,0.025782296611402872,0.0075144769957311485,0,32.48788979533259,0
0081466c-7a89-41fa-8034-37f09df310ea,2018,67.33524305576452,0.025782296611402872,0.0075144769957311485,0,32.63146017062834,0
0081466c-7a89-41fa-8034-37f09df310ea,2019,67.20830244331066,0.2857155393963865,0,0,32.505982017292965,0
0081466c-7a89-41fa-8034-37f09df310ea,2020,67.83203477319233,0.03329677360713401,0,0,32.13466845320052,0
0081466c-7a89-41fa-8034-37f09df310ea,2021,67.89847269406609,0.20586027291478554,0.018194325424649566,0,31.877472707594475,0
0081466c-7a89-41fa-8034-37f09df310ea,2022,68.59055533277599,0.2243689356482144,0.018194325424649566,0,31.16688140615115,0
00865e95-3ad2-41ed-915e-aa6504f37fba,2000,100,0,0,0,0,0
00865e95-3ad2-41ed-915e-aa6504f37fba,2001,100,0,0,0,0,0
00865e95-3ad2-41ed-915e-aa6504f37fba,2002,100,0,0,0,0,0
00865e95-3ad2-41ed-915e-aa6504f37fba,2003,100,0,0,0,0,0
