id_registry,year,Forest,Non_Forest_Natural,Farming,Non_vegetated_area,Water,Not_Observed
1094,2000,1052088.3495113018,12.628434674814343,0,0,1295.0582848272634,0
1094,2001,1052130.801705124,12.628434674814343,0,0,1252.6060910050173,0
1094,2002,1052083.6082563468,11.628434674814343,0,0,1300.799539782357,0
1094,2003,1052225.638466026,20.673183895647526,0,0,1149.7245808823964,0
1094,2004,1052245.170756754,25.923090325668454,0,0,1124.9423837241948,0
1094,2005,1052208.066248387,16.218910299241543,0,0,1171.7510721176686,0
1094,2006,1052181.3582719842,31.488567520398647,0,0,1183.1893912994883,0
1094,2007,1052237.6589465546,16.628434674814343,0,0,1141.7488495745456,0
1094,2008,1052305.2217296946,35.62843467481434,14,0,1041.1860664343803,0
1094,2009,1052133.6063250736,91.38330785263679,103.29836640646681,0,1067.748231471097,0
1094,2010,1052057.3830101388,75.96055334806442,178.2983664064668,0,1084.3943009106324,0
1094,2011,1052118.9162579742,22.903288738802075,203,0,1051.2166840909513,0
1094,2012,1052153.495360583,37.903288737725234,156,0,1048.6375814833327,0
1094,2013,1052448.5006049708,63.45957626029849,34,0,850.0760495727409,0
1094,2014,1052486.1962447644,24.393860898911953,46,0,839.4461251407447,0
1094,2015,1052416.449360895,23.173829190898687,70.00000002037268,0,886.4130406977665,0
1094,2016,1052471.3811284148,40.68662649765611,60.138532152283005,0,823.829943739318,0
1094,2017,1052480.1388346283,27.62772829644382,118.50157276680693,0,769.7680951124676,0
1094,2018,1052471.2531142156,69.03910727985203,118.50157276680693,0,737.2424365416955,0
1094,2019,1052399.8055877667,39.827431159093976,198.0737411081791,0,758.3294707699306,0
1094,2020,1052301.2680069637,41.79867334663868,380.0737411081791,0,672.8958093856736,0
1094,2021,1052289.009459272,156.549008347607,389.0737411081791,0,561.4040220762399,0
1094,2022,1051966.2464122912,61.36885572132451,523.7608307079645,0,844.6601320833142,0
1112,2000,1611476.1435067991,161.39768587620347,2118.9788969683195,0,493.1826227882192,0
1112,2001,1611379.8755928788,200.23817390450859,2226.8906464681695,0,442.69829918029416,0
1112,2002,1611111.7630212118,204.91431291695335,2487.5239916592163,0,445.50138664387475,0
1112,2003,1611074.0218438585,211.43365888964036,2503.8440253360313,0,460.40318434786957,0
1112,2004,1611002.4049875222,245.08297480634064,2604.4578023331705,0,397.7569477702817,0
1112,2005,1610720.315064666,226.6102598030193,2905.563663294326,0,397.2137246686651,0
1112,2006,1610563.9851671115,230.34468756709975,3037.982678927734,0,417.39017882588445,0
1112,2007,1610292.3969884668,248.6220516519461,3283.0194998709394,0,425.66417244245883,0
1112,2008,1609741.7168222961,214.27381758997944,3795.4661040093542,0,498.2459685364919,0
1112,2009,1608955.3526723832,252.4595122161627,4567.585203366232,0,474.30532446656423,0
1112,2010,1607778.9353729642,288.8078766184699,5711.253267733782,0,470.70619511532993,0
1112,2011,1607246.144560731,301.25630861300306,6205.5858523416755,0,496.715990746321,0
1112,2012,1606557.0127627961,372.20230390335234,6873.893691451587,0,446.59395428089476,0
1112,2013,1605274.0721474742,323.4741654616446,8183.417589291608,0,468.73881020451836,0
1112,2014,1604062.175467831,299.3245882412084,9360.227846800422,0,527.9748095592545,0
1112,2015,1603318.1553182416,327.41205105042934,10051.512968021088,0,552.6223751188255,0
1112,2016,1603082.672969023,392.5347135753658,10324.556618129158,0,449.93841170462764,0
1112,2017,1603527.4107386624,290.5775037757488,9851.320031195784,0,580.3944387983821,0
1112,2018,1604179.9068491003,457.33362313231225,9118.642994314563,0,493.8192458850641,0
1112,2019,1604168.7747223268,407.4488561735892,9079.030669779982,0,594.4484641515953,0
1112,2020,1603683.8006019036,458.2532725224413,9586.196318996124,0,521.4525190099008,0
1112,2021,1602248.5056772484,486.9354595643566,10986.788811955706,0,527.4727636636923,0
1112,2022,1601083.865366505,383.52562451318954,12122.003062272193,0,660.3086591417374,0
1113,2000,249645.0616555893,0,66.89097891853959,0,2.535146504174918,0
1113,2001,249626.73672051154,0,85.21591399624482,0,2.535146504174918,0
1113,2002,249634.89557720599,0,77.09083177530444,0,2.501372030674247,0
1113,2003,249657.35378278737,1.827246544416994,54.632626193963056,0,0.6741254862572532,0
1113,2004,249675.16476120692,0,38.64992405162299,0,0.673095753416419,0
1113,2005,249655.67137763233,0,58.14330762621295,0,0.673095753416419,0
1113,2006,249613.83243006535,2.500342297833413,98.15500864877211,0,0,0
1113,2007,249597.77950637075,2.500342297833413,114.2079323433797,0,0,0
1113,2008,249604.97249042988,1.862050750758499,106.98014407790278,0,0.673095753416419,0
1113,2009,249611.96959281107,1.862050750758499,99.98304169666734,0,0.673095753416419,0
1113,2010,249614.84652578828,1.862050750758499,97.10610871950469,0,0.673095753416419,0
1113,2011,249621.22243241002,2.529251971747726,90.73020209778603,0,0.00589453242719173,0
1113,2012,249613.95474853867,3.4061695034615695,97.12686296983142,0,0,0
1113,2013,249613.6344009015,3.4061695034615695,97.44721060700007,0,0,0
1113,2014,249603.6998360157,3.4061695034615695,107.38177549279723,0,0,0
1113,2015,249562.82551660083,3.4061695034615695,148.25609490766783,0,0,0
1113,2016,249519.47417718443,3.4061695034615695,191.60743432411195,0,0,0
1113,2017,249521.94396138206,3.4061695034615695,189.13765012643645,0,0,0
1113,2018,249531.641967907,2.535146504174918,180.31066660080845,0,0,0
1113,2019,249537.0313348871,2.535146504174918,174.92129962068,0,0,0
1113,2020,249547.57417145546,1.683569660410285,165.23003989610905,0,0,0
1113,2021,249532.11151353692,1.683569660410285,180.69269781464848,0,0,0
1113,2022,249518.997055526,0,195.49072548596718,0,0,0
1115,2000,723292.9185886758,152.58195967179927,2405.5918142883575,147.23756495304406,394.03413691872356,0
1115,2001,723903.1294560073,216.55333147825877,1721.911178638181,172.53873430006206,378.2313640838265,0
1115,2002,724025.0951098418,126.82763351941685,1680.9120191904549,179.04101678542793,380.4882851705197,0
1115,2003,723739.4769295106,100.80430924775283,1912.5703886258013,201.67083871550858,437.84159840794837,0
1115,2004,723689.8028520449,109.91479689010157,1931.6898313607853,196.87982639181428,464.0767578199748,0
1115,2005,723692.6669557394,100.79666364879085,1912.5949550164985,178.83473376440816,507.47075633856093,0
1115,2006,723640.2436336676,91.47545122796873,2009.3393880768306,178.25000599981286,473.0555855353605,0
1115,2007,723492.1061092953,94.79566143103148,2154.52089474272,208.95084075140767,441.99055828724613,0
1115,2008,723310.9164142042,122.00636445567216,2277.2349830434623,202.71469305758364,479.4916097467076,0
1115,2009,722888.1226997474,120.73168489173258,2822.9351995629922,235.1718006574083,325.40267964813484,0
1115,2010,721926.3015188993,111.28828187332692,3811.6478268008736,286.2160170681309,256.91041986609434,0
1115,2011,721297.2941033761,126.11872616199979,4422.792019748997,309.5072957642842,236.65191945631614,0
1115,2012,720893.5604953865,149.49018983099813,4771.110007995067,339.99889553221874,238.20447576290553,0
1115,2013,720349.6260712029,68.06592746264505,5387.135354939219,338.7672014439013,248.76950945903172,0
